code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.02E+12,Fat and sauces,Fats,France,FrBeNeLux
3.02E+12,Fat and sauces,Fats,France,FrBeNeLux
3.02E+12,Fat and sauces,Fats,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.02E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
20368708,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
20375874,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.02E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.02E+12,Fish Meat Eggs,Processed meat,France,FrBeNeLux
3.03E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
20466288,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Sugary snacks,pastries,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,Guadeloupe,CaribSAme
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Salty snacks,Appetizers,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Bread,France,FrBeNeLux
20534622,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Legumes,France,FrBeNeLux
3.03E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Legumes,France,FrBeNeLux
3.03E+12,Fruits and vegetables,Vegetables,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
24517768,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26003061,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
26003313,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Milk and dairy products,Ice cream,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,Belgium,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,Belgium,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,Belgium,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,Belgium,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.03E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Meat,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
3.03E+12,Fish Meat Eggs,Meat,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.03E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,Belgium,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,Belgium,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,Guadeloupe,CaribSAme
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,Belgium,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,Belgium,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Fruits and vegetables,Soups,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.03E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
3.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
